pi5_total_cpu_v2
                                                                                           
Linux 6.8.0-1048-raspi (pi-desktop)     05/18/2026      _aarch64_       (4 CPU)

10:51:37 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:56:06 PM     all     14.32      0.00      7.04      0.00      0.00     78.64
10:56:07 PM     all     31.76      0.00      9.18      0.00      0.00     59.06
10:56:08 PM     all      4.03      0.00      4.03      0.25      0.00     91.69
10:56:09 PM     all     11.56      0.00      5.03      0.00      0.00     83.42
10:56:10 PM     all     20.91      0.00      9.57      0.00      0.00     69.52
10:56:11 PM     all     13.96      0.00      5.33      3.55      0.00     77.16
10:56:12 PM     all      7.32      0.00      4.29      0.00      0.00     88.38
10:56:13 PM     all      9.77      0.00      5.91      0.00      0.00     84.32
10:56:14 PM     all     30.56      0.00      9.85      0.00      0.00     59.60
10:56:15 PM     all      2.06      0.00      2.83      0.00      0.00     95.12
10:56:16 PM     all      4.83      0.00      5.60      0.00      0.00     89.57
10:56:17 PM     all     26.53      0.00      9.44      0.00      0.00     64.03
10:56:18 PM     all     10.66      0.00      5.58      0.00      0.00     83.76
10:56:19 PM     all      9.77      0.00      4.37      0.00      0.00     85.86
10:56:20 PM     all      9.69      0.00      6.63      0.00      0.00     83.67
10:56:21 PM     all     23.04      0.00      8.61      2.03      0.00     66.33
10:56:22 PM     all      6.33      0.00      5.06      0.00      0.00     88.61
10:56:23 PM     all      5.08      0.00      5.08      0.00      0.00     89.85
10:56:24 PM     all     33.25      0.00     10.25      0.00      0.00     56.50
10:56:25 PM     all      6.57      0.00      5.30      0.00      0.00     88.13
10:56:26 PM     all      6.03      0.00      5.03      0.00      0.00     88.94
10:56:27 PM     all     20.10      0.00      7.63      0.00      0.00     72.26
10:56:28 PM     all     15.95      0.00      5.57      0.00      0.00     78.48
10:56:29 PM     all     10.66      0.00      5.08      0.00      0.00     84.26
10:56:30 PM     all      9.37      0.00      6.84      0.00      0.00     83.80
10:56:31 PM     all     23.72      0.00      7.65      0.00      0.00     68.62
10:56:32 PM     all      7.59      0.00      6.08      3.04      0.00     83.29
10:56:33 PM     all      2.80      0.00      4.33      0.00      0.00     92.88
10:56:34 PM     all     31.03      0.00     10.26      0.00      0.00     58.72
10:56:35 PM     all     12.72      0.00      4.83      0.00      0.00     82.44
10:56:36 PM     all      5.64      0.00      4.62      0.00      0.00     89.74
10:56:37 PM     all     14.50      0.00      6.87      1.02      0.00     77.61
10:56:38 PM     all     20.77      0.00      6.15      0.00      0.00     73.08
10:56:39 PM     all      9.95      0.00      5.36      0.00      0.00     84.69
10:56:40 PM     all      4.59      0.00      4.85      0.00      0.00     90.56
10:56:41 PM     all     26.65      0.00      8.63      0.00      0.00     64.72
10:56:42 PM     all     13.28      0.00      6.27      2.26      0.00     78.20
10:56:43 PM     all      2.29      0.00      4.33      0.00      0.00     93.38
10:56:44 PM     all     24.69      0.00     10.47      0.25      0.00     64.59
10:56:45 PM     all     17.91      0.00      6.72      0.00      0.00     75.37
10:56:46 PM     all      5.32      0.00      4.56      0.00      0.00     90.13
10:56:47 PM     all     10.08      0.00      6.80      0.00      0.00     83.12
10:56:48 PM     all     22.98      0.00      8.08      0.00      0.00     68.94
10:56:49 PM     all     12.98      0.00      6.62      1.02      0.00     79.39
10:56:50 PM     all      2.55      0.00      3.83      0.00      0.00     93.62
10:56:51 PM     all     18.11      0.00      7.65      0.00      0.00     74.23
10:56:52 PM     all     24.17      0.00      6.87      0.00      0.00     68.96
10:56:53 PM     all      2.30      0.00      4.08      0.00      0.00     93.62
10:56:54 PM     all     15.44      0.00      7.09      0.00      0.00     77.47
10:56:55 PM     all     23.16      0.00      7.38      0.00      0.00     69.47
10:56:56 PM     all      4.86      0.00      4.35      0.00      0.00     90.79
10:56:57 PM     all      6.65      0.00      3.84      0.00      0.00     89.51
10:56:58 PM     all     20.20      0.00      8.70      0.00      0.00     71.10
10:56:59 PM     all     18.05      0.00      6.02      0.50      0.00     75.44
10:57:00 PM     all      2.05      0.00      3.84      0.00      0.00     94.12


